Daniel_10_35_158920_163520|yie aengx haiz ninh gorngv waac nyei qiex mbui
Daniel_10_36_163520_167600|yietv haiz ninh nyei qiex mbui yie mbaapv njiec
Daniel_10_37_167600_170280|hmien taux ndau
Daniel_10_38_170280_173320|m njormh ndo nyei
Daniel_10_39_173320_177640|wuov zanc maaih jieqv buoz maan yie nyei sin
Daniel_10_40_177640_183240|bun yie longc cingh mborqc caux buoz zaangv caengx jienv sin
Daniel_10_41_183240_186400|fin mienh gorngv mbuox yie
Daniel_10_42_186400_188040|o ndaa ni en aac
Daniel_10_43_188040_192480|tin hungh za gengh hnamv meih
Daniel_10_44_192480_197320|meih oix zuqc bieqc hnyouv yie caux meih gorngv nyei waac
Daniel_10_45_197320_204600|oix zuqc souv jiez daaih weic zuqc tin hungh paaiv yie ih zanc daaih lorz meih
Daniel_10_46_204600_209120|ninh caux yie gorngv naaiv deix waac wuov zanc
Daniel_10_47_209120_213680|yie souv jiez daaih sin zinx jienv nyei
Daniel_10_48_213680_216400|ninh aengx gorngv mbuox yie
Daniel_10_49_216400_218960|ndaa ni en aah
Daniel_10_50_218960_229800|maiv dungx gamh nziex weic zuqc yiem meih daauh hnoi liepc hnyouv oix mengh baeqc yaac yiem tin hungh nyei nza hmien nyiemc ganh zoux faix
Daniel_10_51_229800_233040|meih nyei waac duqv haiz mi aqv
Daniel_10_52_233040_236960|yie yaac weic meih nyei waac daaih naaiv
Daniel_10_53_236960_244440|mv baac gunv besie guoqv wuov dauh mienv dangv jienv yie nyic ziepc yietv hnoi
Daniel_10_54_244440_248080|nqa haav maaih dauh fin mienh bieiv
Daniel_10_55_248080_250960|mbuox heuc mi kaa en
Daniel_10_56_250960_253160|daaih tengx yie
Daniel_10_57_253160_259240|yie ziouc guangc ninh caux gunv besie guoqv wuov dauh mienv yiem naaic
Daniel_10_58_259240_268920|ih zanc yie daaih oix bun meih mengh baeqc caux meih juangc fingx nyei mienh nqa haav hingv oix buangh nyei sic
Daniel_10_59_268920_275720|weic zuqc corc maaih hinc yaangh nyei sic gorngv taux hoz nqaang nyei ziangh hoc
Daniel_10_60_275720_280040|ninh gorngv naaiv deix waac mbuox yie wuov zanc
Daniel_10_61_280040_283120|yie ndoqv njiec mangc ndau
Daniel_10_62_283120_285560|butv aav mi aqv
Daniel_10_63_285560_289200|aengx maaih dauh hnangv baamh mienh nor
Daniel_10_64_289200_292120|hluo yie nyei nzuih meix
Daniel_10_65_292120_298800|yie ziouc haih gorngv cuotv waac mbuox souv yie nyei nza hmien maengx wuov dauh
Daniel_10_66_298800_301800|o yie nyei ziouv aac
Daniel_10_67_301800_308400|weic buatc naaiv deix laauc yaangh nyei sic yie hnyouv mun
Daniel_10_68_308400_311760|yie nyei qaqv nzengc mi aqv
Daniel_10_69_311760_317720|yie nyei ziouv nyei bou hnangv haaix nor haih caux yie nyei ziouv gorngv waac
Daniel_10_70_317720_322480|yie nyei sin maiv maaih yietc aax qaqv yaac maiv maaih qiex tauv aqv
Daniel_10_71_322480_329160|dongh maaih fangx zeiv hnangv mienh wuov dauh aengx maan jienv yie
Daniel_10_72_329160_332240|bun yie henv jiez daaih
Daniel_10_73_332240_333320|ninh gorngv
Daniel_10_74_333320_337840|tin hungh gengh hnamv nyei mienh aac
Daniel_10_75_337840_339480|maiv dungx gamh nziex
Daniel_10_76_339480_342360|tov bun meih duqv baengh orn
Daniel_10_77_342360_347520|meih oix zuqc maaih qaqv
Daniel_10_78_347520_350080|oix zuqc henv
Daniel_10_79_350080_353600|ninh caux yie gorngv waac wuov zanc
Daniel_10_80_353600_356360|yie ziouc henv jiez daaih yaac gorngv
Daniel_10_81_356360_360680|tov yie nyei ziouv gorngv
Daniel_10_82_360680_365040|weic zuqc meih bun yie henv jiez daaih aqv
Daniel_10_83_365040_367480|ninh ziouc gorngv
Daniel_10_84_367480_372560|meih hiuv duqv yie weic haaix diuc daaih lorz meih fai
Daniel_10_85_372560_379440|ih zanc yie oix nzuonx mingh caux gunv besie guoqv wuov dauh mienv mborqv jaax
Daniel_10_86_379440_382240|mborqv liuz ninh
Daniel_10_87_382240_387480|ziouc maaih gunv gikc guoqv wuov dauh mienv oix daaih
Daniel_10_88_387480_392640|mv baac yie oix bun meih hiuv duqv fiev jienv zien leiz nyei sou wuov deix waac
Daniel_10_89_392640_399360|maiv maaih haaix dauh tengx yie mborqv wuov deix gunv guoqv nyei mienv
Daniel_10_90_399360_405000|cuotv liuz goux meih mbuo nyei fin mienh bieiv
Daniel_10_91_405000_406840|mi kaa en
Daniel_11_1_5000_7280|yie ganh aeqv
Daniel_11_2_7280_10040|mi ndie nyei hungh
Daniel_11_3_10040_12440|ndaa li atc
Daniel_11_4_12440_16960|gunv da yietv hnyangx wuov hnyangx
Daniel_11_5_16960_22160|yie jiez daaih baav jienv tengx mi kaa en henv
Daniel_11_6_22160_26400|naamh bung caux baqv bung nyei hingh diex
Daniel_11_7_26400_29840|ih zanc yie oix zorqv zien leiz biux mengh bun meih
Daniel_11_8_29840_36160|corc maaih buo dauh hungh oix yiem besie cuotv daaih
Daniel_11_9_36160_42040|aengx maaih da feix dauh gauh butv zoih jiex wuov deix yietc zungv
Daniel_11_10_42040_44400|laaix butv zoih ninh ziouc henv
Daniel_11_11_44400_48840|coqv zuangx mienh tengx jienv mborqv gikc guoqv
Daniel_11_12_48840_55040|nqa haav aengx maaih dauh gauh henv jiex nyei hungh cuotv daaih
Daniel_11_13_55040_58120|gunv guoqv jangv nyei
Daniel_11_14_58120_61560|yaac sueih ganh nyei eix zoux
Daniel_11_15_61560_65040|ninh jiez daaih henv nyei ziangh hoc
Daniel_11_16_65040_68080|ninh nyei guoqv ziouc mbaaix
Daniel_11_17_68080_71160|bun nqoi zoux biei gouv
Daniel_11_18_71160_76040|ninh nyei hoz doic zeiv fun yaac maiv duqv nzipc
Daniel_11_19_76040_80400|gunv guoqv nyei qaqv yaac maiv ndongc ninh nyei
Daniel_11_20_80400_86360|weic zuqc ninh nyei guoqv zuqc tuix cuotv bun ganh deix mienh gunv
Daniel_11_21_86360_91600|jiex daaih naamh bung nyei hungh ziouc henv jiez daaih
Daniel_11_22_91600_96280|mv baac maaih dauh ninh nyei domh baeng bieiv gauh henv
Daniel_11_23_96280_99360|duqv gunv guoqv gauh jangv
Daniel_11_24_99360_102360|jiex liuz ziex hnyangx
Daniel_11_25_102360_107560|naamh bung nyei hungh caux baqv bung nyei hungh oix gapv hnyouv
Daniel_11_26_107560_113520|naamh bung nyei hungh ziouc bungx ninh nyei sieqv bun baqv bung nyei hungh
Daniel_11_27_113520_121600|mv baac naaiv dauh sieqv tengx nyei qaqv se maiv duqv lauh
Daniel_11_28_121600_124120|wuov dauh sieqv caux ninh nyei nqox
Daniel_11_29_124120_127880|ninh mbuo nyei fu jueiv caux dorh ninh mingh nyei mienh zuqc daix daic
Daniel_11_30_127880_135320|nqa haav maiv lauh maaih dauh ninh nyei cien ceqv cuotv daaih div zoux hungh diex
Daniel_11_31_135320_139920|ninh oix daaih mborqv baqv bung nyei jun baeng
Daniel_11_32_139920_145320|bieqc hungh diex weih wuonv nyei dorngx mborqv hingh ninh mbuo
Daniel_11_33_145320_158160|ninh oix bienh ninh mbuo nyei zienh caux ninh mbuo dox daaih nyei miuc fangx caux ninh mbuo longc jiem nyaanh zoux daaih jaaix nyei jaa dorngx caangv mingh naamh bung
Daniel_11_34_158160_160960|ziex hnyangx gu nyuoz ninh guangc
Daniel_11_35_160960_163840|maiv mborqv baqv bung nyei hungh
Daniel_11_36_163840_173560|nqa haav baqv bung nyei hungh ziouc daaih caangv bieqc naamh bung hungh nyei guoqv mv baac nzuonx ninh ganh nyei deic bung mi aqv
Daniel_11_37_173560_181240|ninh nyei hungh dorn oix liuc leiz mborqv jaax ziouc diuc nzoih jun baeng guanh camv nyei
Daniel_11_38_181240_187480|maaih dauh hungh dorn nyei jun baeng mingh ndaangc hnangv wuom yiemx nor
Daniel_11_39_187480_191840|aengx mingh mborqv naamh bung nyei hungh nyei yietc norm weih wuonv nyei dorngx
Daniel_11_40_191840_197440|naamh bung nyei hungh diex qiex jiez haic
Daniel_11_41_197440_201160|ziouc cuotv daaih mborqv baqv bung nyei hungh
Daniel_11_42_201160_205600|dongh liuc leiz ziangx yietc domh guanh jun baeng
Daniel_11_43_205600_211560|mv baac zuqc jiu bun yiem naamh bung nyei hungh nyei buoz ndiev
Daniel_11_44_211560_219520|naamh bung nyei hungh duqv caangv baeng guanh camv nyei ziouc yiem hnyouv zoux maux
Daniel_11_45_219520_224040|ninh daix mienh benx waanc waanc dauh
Daniel_11_46_224040_227520|mv baac maiv duqv hingh lauh
Daniel_11_47_227520_234960|baqv bung nyei hungh aengx diuc nzoih jun baeng zungv gauh camv zinh ndaangc wuov nzunc
Daniel_11_48_234960_245200|nqaeqv ziex hnyangx ninh ziouc dorh jienv domh guanh jun baeng daaih aengx dorh nzoih ninh mbuo qiemx longc nyei ga naaiv
Daniel_11_49_245200_250600|wuov zanc maaih mienh camv nyei oix ngaengc naamh bung nyei hungh
Daniel_11_50_250600_253080|ndaa ni en aac
Daniel_11_51_253080_262600|meih nyei juangc fingx mienh maaih deix mienh doqc mienh oix bun sic cuotv ziux naaiv deix hinc yaangh nyei jauv
Daniel_11_52_262600_267280|ninh mbuo ziouc oix jiez daaih ngaengc jienv mv baac ninh mbuo oix zuqc baaic
Daniel_11_53_267280_279040|baqv bung nyei hungh ziouc daaih ceix mborqv jaax nyei jaa sic weih jienv ziouc caangv duqv norm weih wuonv nyei zingh
Daniel_11_54_279040_283880|naamh bung nyei jun baeng maiv haih mborqv maiv hingh
Daniel_11_55_283880_290640|liemh ginv daaih gauh longx jiex nyei baeng yaac maiv maaih qaqv gaux ngaengc duqv hingh
Daniel_11_65_331480_335040|hnamv oix mietc wuov norm guoqv
Daniel_11_66_335040_339920|mv baac ninh hnamv cuotv nyei za eix maiv ziangh sic
Daniel_11_67_339920_342360|yaac maiv tengx ninh
Daniel_11_68_342360_346440|nqa haav ninh oix huin mingh koiv hlen
Daniel_11_69_346440_350600|mborqv duqv koiv hlen nyei zingh camv nyei
Daniel_11_70_350600_357280|mv baac maaih dauh domh baeng bieiv oix bun naaiv dauh zoux maux nyei hungh zuqc baaic hmien
Daniel_11_71_357280_362240|zungv bun naaiv deix baaic hmien nyei jauv hoic zuqc ninh ganh
Daniel_11_72_362240_368400|hungh diex ziouc huin nzuonx hungx jienv ninh ganh nyei deic bung weih wuonv nyei dorngx
Daniel_11_73_368400_371680|mv baac ninh oix zuqc suei
Daniel_11_74_371680_375640|ninh setv mueiz nyei ziangh hoc ziouc taux aqv
Daniel_11_75_375640_379600|nqa haav maaih dauh oix nzipc jienv ninh zoux hungh
Daniel_11_76_379600_388120|ninh ziouc paaiv dauh siou nzou mienh mingh siou nzou ceix ninh nyei guoqv maaih njang laangc
Daniel_11_77_388120_391200|maiv lauh ninh ziouc zuqc daic
Daniel_11_78_391200_396360|yaac maiv zeiz weic qiex jiez nyei jauv fai mborqv jaax
Daniel_11_79_396360_402560|aengx maaih dauh youx haic nyei mienh cuotv daaih nzipc jienv ninh zoux hungh
Daniel_11_80_402560_405520|yaac maiv zeiz maaih haaix nyungc hungh lingc zoux
Daniel_11_81_405520_414520|baeqc fingx jangx maiv zaaic nyei ziangh hoc ninh ziouc daaih longc guv guaix nyei waac caangv deic bung
Daniel_11_82_414520_419160|jun baeng oix zuqc guaatv mingh yaac zuqc baaic waaic
Daniel_11_83_419160_423040|liemh laengz ngaengc waac nyei hungh dorn
Daniel_11_84_423040_428800|mienh yietv caux ninh gapv hnyouv daaih ninh ziouc lorz jauv nduov
Daniel_11_85_428800_431800|maiv gunv ninh nyei guoqv faix
Daniel_11_86_431800_435120|ninh gunv zoux gunv henv
Daniel_11_87_435120_438640|dongh mienh maiv gorqc jaang nyei ziangh hoc
Daniel_11_88_438640_442960|ninh ziouc caangv bieqc gauh benx jiex nyei saengv
Daniel_11_89_442960_448320|yaac zoux dongh ninh nyei ong taaix ngaeqv maiv zoux jiex nyei sic
Daniel_11_90_448320_457040|ninh oix zorqv ninh caangv daaih luv daaih nyei caux yietc zungv zinh zoih bun nqoi gan ninh nyei mienh
Daniel_11_91_457040_461360|ninh oix daav za eix mborqv weih wuonv nyei dorngx
Daniel_11_92_461360_465760|mv baac ninh nyei ziangh hoc maiv lauh jiex mi aqv
Daniel_11_93_465760_468560|ninh oix bun ninh nyei qaqv henv jienv faaux
Daniel_11_94_468560_474280|daamv hlo nyei caux jun baeng camv nyei mingh mborqv naamh bung nyei hungh
Daniel_11_95_474280_482280|naamh bung nyei hungh caux gauh hlo gauh henv nyei jun baeng caux ninh mborqv jaax
Daniel_11_96_482280_486360|mv baac naamh bung nyei hungh maiv duqv hingh
Daniel_11_97_486360_490000|weic zuqc maaih guv guaix nyei za eix cuotv daaih hoic ninh
Daniel_11_98_490000_497040|caux hungh diex juangc nyanc nyei mienh yaac oix mbienv hnyouv bun ninh
Daniel_11_99_497040_500200|ninh nyei jun baeng yaac oix zuqc guaatv mingh
Daniel_11_100_500200_503960|zuqc daix daic nyei mienh yaac camv nyei
Daniel_11_101_503960_511240|nqa haav naaiv deix i dauh hungh diex hnyouv hnamv cuotv waaic nyei za eix
Daniel_11_102_511240_514600|ninh mbuo juangc dieh nyanc hnaangx
Daniel_11_103_514600_517880|laanh gorngv baeqc mbuox laanh
Daniel_11_104_517880_521840|mv baac ninh mbuo nyei za eix zoux maiv cuotv
Daniel_11_105_521840_526520|weic zuqc setv mueiz ziux dingc daaih nyei ziangh hoc maiv gaengh taux
Daniel_11_106_526520_535800|baqv bung nyei hungh ziouc nzuonx ninh ganh nyei buonv guoqv yaac dorh jienv ninh caangv daaih nyei ga naaiv camv nyei
Daniel_11_107_535800_541160|mv baac ninh nyei hnyouv oix zoux waaic cing nzengc nyei ngaengc waac
Daniel_11_108_541160_544800|ninh ziouc sueih eix zoux
Daniel_11_109_544800_547520|nqa haav nzuonx ninh ganh nyei deic bung
Daniel_11_110_547520_553160|taux dingc daaih nyei ziangh hoc ninh aengx mingh caangv bieqc naamh bung
Daniel_11_111_553160_557840|mv baac nqa haav naaiv nzunc yaac maiv hnangv zinh ndaangc wuov nzunc
Daniel_11_112_557840_563080|weic zuqc kitv tim nyei nzangv nyei jun baeng oix daaih mborqv ninh
Daniel_11_113_563080_565800|ninh ziouc gamh nziex
Daniel_11_115_573760_577600|ngaengc jienv cing nzengc nyei ngaengc waac
Daniel_11_116_577600_582920|ninh ziouc nzuonx daaih gan jienv guangc cing nzengc nyei ngaengc waac wuov deix mienh
Daniel_11_117_582920_594040|ninh paaiv daaih nyei baeng guanh ziouc bun zaangc ziouv  nyei biauv caux weih wuonv nyei dorngx yietc zungv maaih uix
Daniel_11_118_594040_599320|yaac zorqv nqoi maiv bun hnoi hnoi fongc horc buov ziec
Daniel_11_119_599320_605480|ninh mbuo yaac oix liepc jiez zoux bun nyungc nyungc waaic wuov dauh domh hieh youx
Daniel_11_120_605480_611880|ninh longc ceng nyei waac nduov baamz ngaengc waac wuov deix mienh gan ninh
Daniel_11_121_611880_618640|mv baac dongh hiuv duqv ninh mbuo nyei tin hungh wuov deix mienh oix yiem wuonv
Daniel_11_122_618640_621720|zungv oix ngaengc jienv ninh
Daniel_11_123_621720_629800|yiem baeqc fingx mbu ndongx maaih cong mengh wuov deix ziouc bun mienh camv bieqc hnyouv
Daniel_11_124_629800_634160|maiv gunv weic caamx baav maaih deix zuqc nzuqc ndaauv daix
Daniel_11_125_634160_636960|zuqc douz buov daic
Daniel_11_126_636960_643120|zuqc wuonx loh yaac zuqc luv
Daniel_11_127_643120_646480|ninh mbuo zuqc daix jienv yiem nyei ziangh hoc
Daniel_11_128_646480_650840|ninh mbuo duqv deix baav tengx hnangv
Daniel_11_129_650840_656880|maaih mienh camv nyei oix caux ninh mbuo juangc mv baac wuov deix mienh beih zaqc hnyouv njuotv
Daniel_11_130_656880_662160|maaih deix wuov deix cong mengh nyei mienh yaac zuqc daix
Daniel_11_131_662160_666840|ziouc bun yiem mbu ndongx nyei mienh duqv cing nzengc
Daniel_11_132_666840_671040|baeqc nyei taux setv mueiz nyei ziangh hoc
Daniel_11_133_671040_678400|weic zuqc wuov deix ziangh hoc ziux dingc daaih nyei hnoi nyieqc oix taux
Daniel_11_134_678400_681440|taaih ganh zoux hlo wuov dauh hungh diex
Daniel_11_135_681440_688320|baqv bung nyei hungh ziouc sueih ninh ganh nyei eix zoux
Daniel_11_136_688320_693320|ninh oix bungx waac maux ceng ganh gauh hlo jiex dauh dauh zienh
Daniel_11_137_693320_700000|ninh oix gorngv mbuoqc horngh nyei waac ki maanc zienh nyei tin hungh
Daniel_11_138_700000_706080|ninh oix duqv longx taux tin hungh qiex jiez buangv soux mouc
Daniel_11_139_706080_710960|weic zuqc dingc daaih nyei jauv louc za gengh oix cuotv
Daniel_11_140_710960_715120|ninh maiv nyiemc ninh nyei ong taaix nyei zienh
Daniel_11_141_715120_719480|yaac maiv nyiemc m sieqv dorn hnamv nyei zienh
Daniel_11_142_719480_728160|ninh zungv maiv nyiemc haaix dauh zienh weic zuqc ninh ceng ganh gauh hlo jiex ninh mbuo yietc zungv
Daniel_11_143_728160_732920|daaux nzuonx ninh zaangc weih wuonv nyei dorngx nyei zienh
Daniel_11_144_732920_737280|se ninh nyei ong taaix mbuo maiv hiuv nyei zienh
Daniel_11_145_737280_740200|ninh longc jiem nyaanh
Daniel_11_146_740200_747040|jaaix nyei la bieiv caux maaih jaax zinh nyei zingh nyeic zaangc naaiv dauh zienh
Daniel_11_147_747040_754720|ninh oix kaux ganh fingx nyei zienh tengx ninh mborqv gauh longx jiex weih wuonv nyei dorngx
Daniel_11_148_754720_757240|haaix dauh nyiemc ninh
Daniel_11_149_757240_760160|ninh ziouc taaih wuov dauh
Daniel_11_150_760160_768160|ninh oix bun ninh mbuo gunv mienh camv yaac zorqv ndau paaiv bun ninh mbuo weic zoux zingh nyeic
Daniel_11_151_768160_771120|taux setv mueiz nyei ziangh hoc
Daniel_11_152_771120_775240|naamh bung nyei hungh oix daaih caux ninh mborqv jaax
Daniel_11_153_775240_789080|mv baac baqv bung nyei hungh oix dorh jienv ninh mbuo nyei mborqv jaax nyei maaz cie caux geh maaz baeng caux nzangv camv nyei daaih hnangv domh nziaaux zunc
Daniel_11_154_789080_794840|ninh oix bieqc ziex ziex norm guoqv hnangv wuom yiemx jiex gu nguaaic
Daniel_11_155_794840_800240|ninh zungv oix caangv bieqc wuov norm nzueic nyei deic bung
Daniel_11_156_800240_804240|daix cin cin waanc waanc mienh
Daniel_11_157_804240_807600|mv baac biaux duqv ndutv nyei
Daniel_11_158_807600_814160|maiv zuqc yiem ninh nyei buoz ndiev maaih e ndom mienh caux mo apc mienh
Daniel_11_159_814160_819720|yaac maaih ammon mienh gauh camv jiex nyei buonc biaux ndutv
Daniel_11_160_819720_823800|ninh oix sung buoz mingh mborqv wuov deix guoqv
Daniel_11_161_823800_827440|i yipv deic bung yaac biaux maiv ndutv
Daniel_11_162_827440_834080|ninh oix luv i yipv deic bung nyei jiem nyaanh caux yietc zungv jaaix nyei ga naaiv
Daniel_11_163_834080_841360|li mbie mienh caux e ti o bie mienh yaac zuqc yiem ninh nyei buoz ndiev
Daniel_11_164_841360_848600|mv baac yiem dong bung caux baqv bung daaih nyei fienx oix haeqv ninh gamh nziex
Daniel_11_165_848600_851680|ninh ziouc qiex jiez haic
Daniel_11_166_851680_854840|cuotv mingh mborqv
Daniel_11_167_854840_856880|oix daix mienh zutc nzengc
Daniel_11_168_856880_865760|ninh ziouc yiem koiv caux njang laangc nyei cing nzengc mbong mbu ndongx liepc ninh nyei hungh dinc nyei ndopv liuh
Daniel_11_169_865760_869520|mv baac ninh daic nyei ziangh hoc
Daniel_11_170_869520_872960|maiv maaih haaix dauh tengx
Daniel_12_1_7000_13160|wuov zanc goux meih nyei baeqc fingx wuov dauh domh fin mienh bieiv
Daniel_12_2_13160_15480|mi kaa en
Daniel_12_3_15480_17680|oix jiez daaih
Daniel_12_4_17680_21040|ziouc maaih domh zeqc naanc
Daniel_12_5_21040_24680|yiem liepc guoqv daaih taux wuov zanc
Daniel_12_6_24680_27680|maiv maaih jiex ndongc naaiv nzunc
Daniel_12_7_27680_31920|mv baac wuov zanc meih nyei guoqv nyei baeqc fingx
Daniel_12_8_31920_37640|da faanh maaih mbuox fiev jienv yiem wuov buonv sou daan
Daniel_12_9_37640_39880|ziouc duqv njoux
Daniel_12_10_39880_44520|daic mingh nyei mienh camv nyei oix nangh daaih
Daniel_12_11_44520_48240|maaih deix ziouc duqv yietc liuz nyei maengc
Daniel_12_12_48240_52360|maaih deix yietc liuz zuqc baaic hmien diev nyaiv
Daniel_12_13_52360_58960|maaih cong mengh nyei mienh oix ziux cuotv njang hnangv lungh zaangc nyei njang
Daniel_12_14_58960_67800|dorh mienh camv zoux duqv horpc wuov deix oix yietc liuz hnangv hleix njang taux maanc gouv maanc doic
Daniel_12_15_67800_70320|ndaa ni en aac
Daniel_12_16_70320_72280|meih aeqv
Daniel_12_17_72280_81320|oix zuqc zorqv fiev jienv naaiv deix waac naaiv njunc sou mborqv yienx naetv jienv taux setv mueiz nyei ziangh hoc
Daniel_12_18_81320_89720|maaih mienh camv nyei tiux jiex naaiv tiux jiex wuov weic bun wuonh zaang hiaangx jienv faaux
Daniel_12_19_89720_92160|wuov zanc yie
Daniel_12_20_92160_94440|ndaa ni en
Daniel_12_21_94440_98320|mangc buatc i dauh mienh souv jienv
Daniel_12_22_98320_102800|yietc dauh souv jienv naaiv bung ndaaih hlen
Daniel_12_23_102800_106600|yietc dauh souv wuov bung ndaaih hlen
Daniel_12_24_106600_112400|maaih dauh gorngv mbuox zuqv jienv la maah ndie souv jienv ndaaih gu nguaaic wuov dauh
Daniel_12_25_112400_120360|naaiv deix mbuoqc horngh nyei sic maaih ndongc haaix lauh cingx taux setv mueiz
Daniel_12_26_120360_131040|zuqv jienv la maah ndie souv jienv ndaaih nyei wuom gu nguaaic wuov dauh sung mbiaauc jieqv buoz caux zaaix jieqv buoz hungx jienv lungh
Daniel_12_27_131040_138560|yie yaac haiz ninh ziangv jienv yietc liuz ziangh wuov dauh laengz waac gorngv
Daniel_12_28_138560_142000|aengx maaih yietc caamx
Daniel_12_29_142000_146880|i caamx caux ndaamv caamx ziangh hoc cingx taux
Daniel_12_30_146880_151600|cing nzengc baeqc fingx nyei qaqv zutc wuov zanc
Daniel_12_31_151600_155800|naaiv deix yietc zungv sic taux setv mueiz aqv
Daniel_12_32_155800_160160|yie muangx haiz mv baac maiv mengh baeqc yie ziouc gorngv
Daniel_12_33_160160_163040|o yie nyei ziouv aac
Daniel_12_34_163040_167200|naaiv deix sic setv mueiz hnangv haaix nor
Daniel_12_35_167200_169200|ninh gorngv
Daniel_12_36_169200_171440|ndaa ni en aac
Daniel_12_37_171440_173280|gunv mingh aqv
Daniel_12_38_173280_177280|weic zuqc naaiv deix waac oix zuqc gem jienv
Daniel_12_39_177280_181360|nqaapv jienv yienx taux setv mueiz nyei ziangh hoc
Daniel_12_40_181360_184960|maaih mienh camv saax ganh cing nzengc
Daniel_12_41_184960_188480|baeqc daaih hnangv sinx jiex nor
Daniel_12_42_188480_192880|mv baac orqv mienh oix zoux orqv jienv mingh
Daniel_12_43_192880_195960|yaac maiv maaih haaix dauh orqv mienh duqv bieqc hnyouv
Daniel_12_44_195960_200920|kungx maaih cong mengh nyei mienh bieqc hnyouv hnangv
Daniel_12_45_200920_215240|yiem zuqc zorqv guangc zanc zanc fongc horc buov ziec nyei jauv taux liepc jiez zoux bun nyungc nyungc waaic wuov dauh domh hieh youx maaih yietc cin nyic baeqv juov ziepc hnoi
Daniel_12_46_215240_223120|zuov duqv taux yietc cin faam baeqv faah ziepc hmz hnoi jiex liuz wuov deix maaih orn lorqc
Daniel_12_47_223120_225520|ndaa ni en aac
Daniel_12_48_225520_227480|gunv mingh aqv
Daniel_12_49_227480_230480|zuov jienv taux setv mueiz
Daniel_12_50_230480_232080|meih ziouc duqv hitv kuonx
Daniel_12_51_232080_239760|taux setv mueiz meih duqv jiez daaih zipv paaiv bun meih nzipc nyei buonc
Daniel_1_1_14000_21698|yiem ye ho yaa kim zoux yu ndaa nyei hungh da faam hnyangx wuov hnyangx
Daniel_1_2_21720_24175|mbaa mbi lon nyei hungh
Daniel_1_3_24200_26973|ne mbu katv netv saa
Daniel_1_4_27000_30809|daaih weih jienv oix mborqv ye lu saa lem
Daniel_1_5_30840_33406|ziouv zorqv yu ndaa nyei hungh
Daniel_1_6_33440_35604|ye ho yaa kim
Daniel_1_7_35640_47952|jiu bun yiem ne mbu katv netv saa nyei buoz ndiev yaac bun ne mbu katv netv saa zorqv duqv deix zaangc tin hungh nyei biauv nyei jaa dorngx
Daniel_1_8_48000_52227|naaiv deix ga naaiv ninh dorh nzuonx sinaa deic
Daniel_1_9_52280_55304|ninh nyei zienh nyei biauv
Daniel_1_10_55360_58621|an jienv ninh nyei zienh nyei biauv
